1 1	2 2	0		1 1	2 2	0		    9.191177363
1 1	2 2	0		1 1	2 2	1		   -6.813247503
1 1	2 2	0		1 1	2 2	2		   0.9282074465
1 1	2 2	0		1 1	2 2	3		   0.5273438162
1 1	2 2	0		1 1	2 2	4		  -0.1019104031
1 1	2 2	0		1 1	2 2	5		  0.01776089557
1 1	2 2	0		1 1	2 2	6		 -0.01420087133
1 1	2 2	0		1 1	2 2	7		-0.001059223686
1 1	2 2	0		1 2	2 2	0		1.074934023e-89
1 1	2 2	0		1 2	2 2	1		  1.9772205e-89
1 1	2 2	0		1 2	2 2	2		2.085324699e-89
1 1	2 2	0		1 2	2 2	3		-8.625327298e-90
1 1	2 2	0		1 2	2 2	4		-2.950969814e-89
1 1	2 2	0		1 2	2 2	5		-4.382161676e-89
1 1	2 2	0		1 2	2 2	6		-1.658505157e-88
1 1	2 2	0		1 2	2 2	7		-3.041908688e-88
1 1	2 2	0		1 3	2 0	0		6.502661038e-07
1 1	2 2	0		1 3	2 0	1		-3.383926782e-07
1 1	2 2	0		1 3	2 0	2		-2.363076839e-07
1 1	2 2	0		1 3	2 0	3		-1.187588509e-07
1 1	2 2	0		1 3	2 0	4		-7.738398534e-08
1 1	2 2	0		1 3	2 0	5		-3.448327364e-08
1 1	2 2	0		1 3	2 0	6		-9.824608977e-09
1 1	2 2	0		1 3	2 0	7		 -1.3264194e-08
1 1	2 2	0		1 4	2 0	0		2.127475593e-06
1 1	2 2	0		1 4	2 0	1		-1.105034724e-06
1 1	2 2	0		1 4	2 0	2		-7.726604717e-07
1 1	2 2	0		1 4	2 0	3		-3.885177842e-07
1 1	2 2	0		1 4	2 0	4		-2.535595315e-07
1 1	2 2	0		1 4	2 0	5		-1.137821954e-07
1 1	2 2	0		1 4	2 0	6		-3.387020851e-08
1 1	2 2	0		1 4	2 0	7		-4.578359223e-08
1 1	2 2	0		1 5	2 0	0		4.904293397e-06
1 1	2 2	0		1 5	2 0	1		-2.550599686e-06
1 1	2 2	0		1 5	2 0	2		-1.807742813e-06
1 1	2 2	0		1 5	2 0	3		-9.110135253e-07
1 1	2 2	0		1 5	2 0	4		-5.939404206e-07
1 1	2 2	0		1 5	2 0	5		-2.729025001e-07
1 1	2 2	0		1 5	2 0	6		-9.344284743e-08
1 1	2 2	0		1 5	2 0	7		-1.293818707e-07
1 1	2 2	0		1 6	2 0	0		8.077433275e-06
1 1	2 2	0		1 6	2 0	1		-4.205633838e-06
1 1	2 2	0		1 6	2 0	2		-2.997299971e-06
1 1	2 2	0		1 6	2 0	3		-1.512119168e-06
1 1	2 2	0		1 6	2 0	4		-9.840003336e-07
1 1	2 2	0		1 6	2 0	5		-4.56285386e-07
1 1	2 2	0		1 6	2 0	6		-1.640911757e-07
1 1	2 2	0		1 6	2 0	7		-2.28534098e-07
1 1	2 2	0		1 7	2 0	0		9.455392103e-06
1 1	2 2	0		1 7	2 0	1		-4.925226361e-06
1 1	2 2	0		1 7	2 0	2		-3.515828403e-06
1 1	2 2	0		1 7	2 0	3		-1.774072229e-06
1 1	2 2	0		1 7	2 0	4		-1.153794902e-06
1 1	2 2	0		1 7	2 0	5		-5.362769652e-07
1 1	2 2	0		1 7	2 0	6		-1.954912191e-07
1 1	2 2	0		1 7	2 0	7		-2.728148706e-07
1 1	2 2	0		2 2	2 2	0		1.074934023e-89
1 1	2 2	0		2 2	2 2	1		  1.9772205e-89
1 1	2 2	0		2 2	2 2	2		2.085324699e-89
1 1	2 2	0		2 2	2 2	3		-8.625327298e-90
1 1	2 2	0		2 2	2 2	4		-2.950969814e-89
1 1	2 2	0		2 2	2 2	5		-4.382161676e-89
1 1	2 2	0		2 2	2 2	6		-1.658505157e-88
1 1	2 2	0		2 2	2 2	7		-3.041908688e-88
1 1	2 2	0		2 3	2 0	0		1.166418437e-90
1 1	2 2	0		2 3	2 0	1		-2.138770032e-90
1 1	2 2	0		2 3	2 0	2		-2.055550342e-89
1 1	2 2	0		2 3	2 0	3		-5.995038723e-89
1 1	2 2	0		2 3	2 0	4		-7.689893044e-89
1 1	2 2	0		2 3	2 0	5		-7.840580942e-89
1 1	2 2	0		2 3	2 0	6		-1.33436224e-88
1 1	2 2	0		2 3	2 0	7		-2.010413907e-89
1 1	2 2	0		2 4	2 0	0		1.166418437e-90
1 1	2 2	0		2 4	2 0	1		-2.138770032e-90
1 1	2 2	0		2 4	2 0	2		-2.055550342e-89
1 1	2 2	0		2 4	2 0	3		-5.995038723e-89
1 1	2 2	0		2 4	2 0	4		-7.689893044e-89
1 1	2 2	0		2 4	2 0	5		-7.840580942e-89
1 1	2 2	0		2 4	2 0	6		-1.33436224e-88
1 1	2 2	0		2 4	2 0	7		-2.010413907e-89
1 1	2 2	0		2 5	2 0	0		1.166418437e-90
1 1	2 2	0		2 5	2 0	1		-2.138770032e-90
1 1	2 2	0		2 5	2 0	2		-2.055550342e-89
1 1	2 2	0		2 5	2 0	3		-5.995038723e-89
1 1	2 2	0		2 5	2 0	4		-7.689893044e-89
1 1	2 2	0		2 5	2 0	5		-7.840580942e-89
1 1	2 2	0		2 5	2 0	6		-1.33436224e-88
1 1	2 2	0		2 5	2 0	7		-2.010413907e-89
1 1	2 2	0		2 6	2 0	0		1.166418437e-90
1 1	2 2	0		2 6	2 0	1		-2.138770032e-90
1 1	2 2	0		2 6	2 0	2		-2.055550342e-89
1 1	2 2	0		2 6	2 0	3		-5.995038723e-89
1 1	2 2	0		2 6	2 0	4		-7.689893044e-89
1 1	2 2	0		2 6	2 0	5		-7.840580942e-89
1 1	2 2	0		2 6	2 0	6		-1.33436224e-88
1 1	2 2	0		2 6	2 0	7		-2.010413907e-89
1 1	2 2	0		2 7	2 0	0		1.166418437e-90
1 1	2 2	0		2 7	2 0	1		-2.138770032e-90
1 1	2 2	0		2 7	2 0	2		-2.055550342e-89
1 1	2 2	0		2 7	2 0	3		-5.995038723e-89
1 1	2 2	0		2 7	2 0	4		-7.689893044e-89
1 1	2 2	0		2 7	2 0	5		-7.840580942e-89
1 1	2 2	0		2 7	2 0	6		-1.33436224e-88
1 1	2 2	0		2 7	2 0	7		-2.010413907e-89
1 1	2 2	0		3 3	0 0	0		1.768397702e-10
1 1	2 2	0		3 3	0 0	1		9.579123234e-12
1 1	2 2	0		3 3	0 0	2		4.522972132e-11
1 1	2 2	0		3 3	0 0	3		-1.094923022e-11
1 1	2 2	0		3 3	0 0	4		-4.490863886e-11
1 1	2 2	0		3 3	0 0	5		-5.530843359e-11
1 1	2 2	0		3 3	0 0	6		-6.21287946e-11
1 1	2 2	0		3 3	0 0	7		-7.169275139e-11
1 1	2 2	0		3 4	0 0	0		5.798587766e-10
1 1	2 2	0		3 4	0 0	1		3.259629341e-11
1 1	2 2	0		3 4	0 0	2		1.492713397e-10
1 1	2 2	0		3 4	0 0	3		-3.290093444e-11
1 1	2 2	0		3 4	0 0	4		-1.423948138e-10
1 1	2 2	0		3 4	0 0	5		-1.740197344e-10
1 1	2 2	0		3 4	0 0	6		-1.944451153e-10
1 1	2 2	0		3 4	0 0	7		-2.24346597e-10
1 1	2 2	0		3 5	0 0	0		1.372108587e-09
1 1	2 2	0		3 5	0 0	1		9.873758325e-11
1 1	2 2	0		3 5	0 0	2		3.752659585e-10
1 1	2 2	0		3 5	0 0	3		-4.631333372e-11
1 1	2 2	0		3 5	0 0	4		-2.920064101e-10
1 1	2 2	0		3 5	0 0	5		-3.474794362e-10
1 1	2 2	0		3 5	0 0	6		-3.758489157e-10
1 1	2 2	0		3 5	0 0	7		-4.300524744e-10
1 1	2 2	0		3 6	0 0	0		2.286163408e-09
1 1	2 2	0		3 6	0 0	1		1.791873364e-10
1 1	2 2	0		3 6	0 0	2		6.410678801e-10
1 1	2 2	0		3 6	0 0	3		-5.605406821e-11
1 1	2 2	0		3 6	0 0	4		-4.564415642e-10
1 1	2 2	0		3 6	0 0	5		-5.372800357e-10
1 1	2 2	0		3 6	0 0	6		-5.719964299e-10
1 1	2 2	0		3 6	0 0	7		-6.511818508e-10
1 1	2 2	0		3 7	0 0	0		2.685591305e-09
1 1	2 2	0		3 7	0 0	1		 2.15477001e-10
1 1	2 2	0		3 7	0 0	2		7.585838681e-10
1 1	2 2	0		3 7	0 0	3		-5.862553254e-11
1 1	2 2	0		3 7	0 0	4		-5.260205592e-10
1 1	2 2	0		3 7	0 0	5		-6.171582426e-10
1 1	2 2	0		3 7	0 0	6		-6.535952263e-10
1 1	2 2	0		3 7	0 0	7		-7.431307361e-10
1 1	2 2	0		4 4	0 0	0		1.899999764e-09
1 1	2 2	0		4 4	0 0	1		1.092522717e-10
1 1	2 2	0		4 4	0 0	2		4.905481237e-10
1 1	2 2	0		4 4	0 0	3		-1.011532901e-10
1 1	2 2	0		4 4	0 0	4		-4.558685779e-10
1 1	2 2	0		4 4	0 0	5		-5.539687053e-10
1 1	2 2	0		4 4	0 0	6		-6.169497005e-10
1 1	2 2	0		4 4	0 0	7		-7.135541254e-10
1 1	2 2	0		4 5	0 0	0		4.493021845e-09
1 1	2 2	0		4 5	0 0	1		3.254237079e-10
1 1	2 2	0		4 5	0 0	2		 1.22853853e-09
1 1	2 2	0		4 5	0 0	3		-1.442456981e-10
1 1	2 2	0		4 5	0 0	4		-9.439441566e-10
1 1	2 2	0		4 5	0 0	5		-1.120021366e-09
1 1	2 2	0		4 5	0 0	6		-1.210875215e-09
1 1	2 2	0		4 5	0 0	7		-1.387899199e-09
1 1	2 2	0		4 6	0 0	0		7.484969764e-09
1 1	2 2	0		4 6	0 0	1		 5.88962151e-10
1 1	2 2	0		4 6	0 0	2		2.097229118e-09
1 1	2 2	0		4 6	0 0	3		-1.745662501e-10
1 1	2 2	0		4 6	0 0	4		-1.479500273e-09
1 1	2 2	0		4 6	0 0	5		-1.738113504e-09
1 1	2 2	0		4 6	0 0	6		-1.850237698e-09
1 1	2 2	0		4 6	0 0	7		-2.110326067e-09
1 1	2 2	0		4 7	0 0	0		8.792494927e-09
1 1	2 2	0		4 7	0 0	1		7.078778932e-10
1 1	2 2	0		4 7	0 0	2		2.481376628e-09
1 1	2 2	0		4 7	0 0	3		-1.823668745e-10
1 1	2 2	0		4 7	0 0	4		-1.706179773e-09
1 1	2 2	0		4 7	0 0	5		-1.998159172e-09
1 1	2 2	0		4 7	0 0	6		-2.115975938e-09
1 1	2 2	0		4 7	0 0	7		-2.409557187e-09
1 1	2 2	0		5 5	0 0	0		1.059372395e-08
1 1	2 2	0		5 5	0 0	1		8.882457805e-10
1 1	2 2	0		5 5	0 0	2		3.018094611e-09
1 1	2 2	0		5 5	0 0	3		-1.921454923e-10
1 1	2 2	0		5 5	0 0	4		-2.026493571e-09
1 1	2 2	0		5 5	0 0	5		-2.37164702e-09
1 1	2 2	0		5 5	0 0	6		-2.521096049e-09
1 1	2 2	0		5 5	0 0	7		-2.889137718e-09
1 1	2 2	0		5 6	0 0	0		1.762747283e-08
1 1	2 2	0		5 6	0 0	1		1.562747723e-09
1 1	2 2	0		5 6	0 0	2		5.113021754e-09
1 1	2 2	0		5 6	0 0	3		-2.142843878e-10
1 1	2 2	0		5 6	0 0	4		-3.231602384e-09
1 1	2 2	0		5 6	0 0	5		-3.76187805e-09
1 1	2 2	0		5 6	0 0	6		-3.96203338e-09
1 1	2 2	0		5 6	0 0	7		-4.537612437e-09
1 1	2 2	0		5 7	0 0	0		2.069944618e-08
1 1	2 2	0		5 7	0 0	1		1.863755267e-09
1 1	2 2	0		5 7	0 0	2		6.035985947e-09
1 1	2 2	0		5 7	0 0	3		-2.11137574e-10
1 1	2 2	0		5 7	0 0	4		-3.745900679e-09
1 1	2 2	0		5 7	0 0	5		-4.356487372e-09
1 1	2 2	0		5 7	0 0	6		-4.572173279e-09
1 1	2 2	0		5 7	0 0	7		-5.236881319e-09
1 1	2 2	0		6 6	0 0	0		2.931592163e-08
1 1	2 2	0		6 6	0 0	1		2.721169864e-09
1 1	2 2	0		6 6	0 0	2		8.634698695e-09
1 1	2 2	0		6 6	0 0	3		-2.080815684e-10
1 1	2 2	0		6 6	0 0	4		-5.186619979e-09
1 1	2 2	0		6 6	0 0	5		-6.027252252e-09
1 1	2 2	0		6 6	0 0	6		-6.321667895e-09
1 1	2 2	0		6 6	0 0	7		-7.253424177e-09
1 1	2 2	0		6 7	0 0	0		3.441957776e-08
1 1	2 2	0		6 7	0 0	1		3.236986558e-09
1 1	2 2	0		6 7	0 0	2		1.018449042e-08
1 1	2 2	0		6 7	0 0	3		-1.953247664e-10
1 1	2 2	0		6 7	0 0	4		-6.028249623e-09
1 1	2 2	0		6 7	0 0	5		-7.000850828e-09
1 1	2 2	0		6 7	0 0	6		-7.329246528e-09
1 1	2 2	0		6 7	0 0	7		-8.411361935e-09
1 1	2 2	0		7 7	0 0	0		 4.04101795e-08
1 1	2 2	0		7 7	0 0	1		3.847240831e-09
1 1	2 2	0		7 7	0 0	2		1.200954489e-08
1 1	2 2	0		7 7	0 0	3		-1.755450765e-10
1 1	2 2	0		7 7	0 0	4		-7.010115221e-09
1 1	2 2	0		7 7	0 0	5		-8.137791624e-09
1 1	2 2	0		7 7	0 0	6		-8.506595206e-09
1 1	2 2	0		7 7	0 0	7		-9.770205943e-09

1 1	2 2	1		1 1	2 2	1		    15.30988189
1 1	2 2	1		1 1	2 2	2		   -8.065745814
1 1	2 2	1		1 1	2 2	3		  -0.6693440307
1 1	2 2	1		1 1	2 2	4		 -0.03717616263
1 1	2 2	1		1 1	2 2	5		 -0.07494521728
1 1	2 2	1		1 1	2 2	6		 -0.00293795632
1 1	2 2	1		1 1	2 2	7		 -0.00790220643
1 1	2 2	1		1 2	2 2	0		  1.9772205e-89
1 1	2 2	1		1 2	2 2	1		3.636875217e-89
1 1	2 2	1		1 2	2 2	2		3.835720758e-89
1 1	2 2	1		1 2	2 2	3		-1.586532159e-89
1 1	2 2	1		1 2	2 2	4		-5.427977802e-89
1 1	2 2	1		1 2	2 2	5		-8.060494615e-89
1 1	2 2	1		1 2	2 2	6		-3.050634111e-88
1 1	2 2	1		1 2	2 2	7		-5.595249654e-88
1 1	2 2	1		1 3	2 0	0		1.384584165e-07
1 1	2 2	1		1 3	2 0	1		7.301212834e-07
1 1	2 2	1		1 3	2 0	2		-3.434072313e-07
1 1	2 2	1		1 3	2 0	3		-2.274201062e-07
